age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
57,private,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,1
46,state-gov,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,0
67,private,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,35,united-states,0
35,unknown,9,never-married,unknown,unmarried,black,female,0,0,40,united-states,0
47,private,9,separated,craft-repair,own-child,white,male,0,0,40,united-states,0
39,private,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
50,private,10,divorced,other-service,unmarried,asian-pac-islander,male,0,0,40,philippines,0
58,self-emp-not-inc,8,divorced,sales,not-in-family,white,female,0,0,52,united-states,0
36,private,12,married-civ-spouse,prof-specialty,wife,white,female,0,0,30,united-states,1
45,private,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,36,england,1
54,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,1
26,private,13,never-married,adm-clerical,own-child,white,male,0,0,30,united-states,0
60,private,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,1
46,private,15,married-civ-spouse,prof-specialty,husband,white,male,99999,0,60,united-states,1
26,private,10,married-civ-spouse,exec-managerial,wife,white,female,0,0,35,united-states,0
32,private,7,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,0
38,local-gov,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
48,self-emp-not-inc,10,married-civ-spouse,sales,husband,white,male,0,0,70,united-states,1
44,self-emp-not-inc,9,married-civ-spouse,exec-managerial,husband,white,male,0,1977,45,united-states,1
37,private,9,never-married,other-service,own-child,asian-pac-islander,female,0,0,40,philippines,0
44,private,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
31,private,9,never-married,other-service,not-in-family,other,female,0,0,35,united-states,0
61,self-emp-not-inc,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,1
51,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
52,private,13,married-civ-spouse,sales,wife,white,female,15024,0,60,united-states,1
45,private,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,1740,40,united-states,0
36,unknown,12,married-civ-spouse,unknown,wife,black,female,0,0,21,haiti,0
39,private,7,married-civ-spouse,other-service,husband,white,male,2407,0,70,mexico,0
67,local-gov,9,divorced,other-service,not-in-family,white,female,0,0,24,united-states,0
40,state-gov,12,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,1
27,private,3,never-married,farming-fishing,not-in-family,white,male,0,0,35,mexico,0
37,private,2,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,0
57,private,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,1
27,private,6,divorced,other-service,not-in-family,white,female,0,0,40,united-states,0
28,private,9,never-married,sales,not-in-family,white,female,2202,0,48,united-states,0
34,self-emp-inc,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,1
54,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,5178,0,50,united-states,1
52,private,9,divorced,other-service,other-relative,black,female,0,0,38,united-states,0
42,private,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,1
48,private,14,married-civ-spouse,prof-specialty,husband,white,male,15024,0,40,united-states,1
65,state-gov,14,married-civ-spouse,prof-specialty,husband,white,male,6514,0,35,united-states,1
55,self-emp-not-inc,15,married-civ-spouse,prof-specialty,wife,white,female,0,0,10,united-states,0
71,self-emp-inc,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,20,united-states,1
33,private,10,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,0
30,private,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,0
35,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,1
59,private,6,divorced,adm-clerical,not-in-family,black,female,0,0,40,united-states,0
19,private,10,never-married,handlers-cleaners,own-child,white,male,0,0,20,united-states,0
36,self-emp-not-inc,5,married-civ-spouse,craft-repair,husband,white,male,0,0,30,united-states,0
26,self-emp-not-inc,9,never-married,sales,own-child,white,male,0,0,40,united-states,0
34,local-gov,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,0
41,private,9,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,1
44,private,13,married-civ-spouse,prof-specialty,husband,white,male,15024,0,50,italy,1
26,unknown,9,separated,unknown,unmarried,white,female,0,0,40,united-states,0
47,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,0
18,private,10,never-married,sales,own-child,white,male,0,0,16,united-states,0
55,self-emp-not-inc,6,married-civ-spouse,craft-repair,husband,white,male,0,0,18,united-states,0
49,local-gov,9,married-civ-spouse,craft-repair,husband,white,male,0,2002,40,united-states,0
44,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
43,private,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,0
62,private,4,married-civ-spouse,protective-serv,husband,white,male,0,0,40,cuba,0
44,private,9,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,40,united-states,0
39,unknown,9,divorced,unknown,unmarried,white,female,0,0,40,united-states,0
50,self-emp-inc,10,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,1
35,private,7,never-married,sales,not-in-family,white,male,0,0,45,united-states,0
52,private,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,0
46,private,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,1
44,private,12,married-civ-spouse,sales,husband,white,male,7688,0,40,united-states,1
43,private,10,never-married,exec-managerial,unmarried,white,male,0,0,50,united-states,0
51,private,4,married-civ-spouse,craft-repair,husband,white,male,2961,0,40,united-states,0
20,private,10,never-married,sales,own-child,white,male,0,0,20,united-states,0
47,private,12,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,italy,1
43,private,14,divorced,exec-managerial,unmarried,white,male,0,0,50,united-states,0
64,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,40,unknown,1
24,private,10,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,0
27,federal-gov,10,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,0
32,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
37,private,9,divorced,other-service,unmarried,white,female,0,0,12,united-states,0
26,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,60,united-states,0
43,private,13,married-civ-spouse,exec-managerial,husband,white,male,99999,0,60,united-states,1
50,private,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,0
20,self-emp-not-inc,9,never-married,transport-moving,own-child,white,male,0,0,80,united-states,0
37,private,9,married-civ-spouse,exec-managerial,husband,white,male,0,1902,45,united-states,1
43,private,9,never-married,other-service,not-in-family,black,female,0,0,45,united-states,0
37,private,9,married-civ-spouse,exec-managerial,husband,white,male,0,1887,50,united-states,1
53,private,5,divorced,other-service,not-in-family,white,female,0,0,36,canada,0
44,private,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,1
25,private,9,never-married,other-service,not-in-family,white,female,0,0,40,united-states,0
17,private,7,never-married,adm-clerical,own-child,white,female,1055,0,20,united-states,0
19,private,9,never-married,sales,own-child,white,male,0,0,50,united-states,0
53,state-gov,9,married-civ-spouse,exec-managerial,wife,white,female,15024,0,40,united-states,1
44,private,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,0
51,private,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,1902,40,united-states,1
49,private,9,married-civ-spouse,exec-managerial,wife,white,female,0,0,43,united-states,0
35,private,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,0
44,private,9,divorced,craft-repair,not-in-family,white,male,0,0,45,united-states,0
54,private,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,0
37,private,10,divorced,adm-clerical,unmarried,black,female,0,0,35,united-states,0
18,private,10,never-married,other-service,own-child,white,female,0,0,15,united-states,0
24,private,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,0
29,private,9,divorced,craft-repair,not-in-family,white,female,0,0,50,united-states,0
22,unknown,10,divorced,unknown,not-in-family,white,female,0,0,35,united-states,0
35,private,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,0
56,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,1
32,unknown,4,widowed,unknown,not-in-family,white,female,0,0,40,united-states,0
24,private,13,never-married,machine-op-inspct,not-in-family,asian-pac-islander,male,0,0,45,china,0
43,private,14,married-civ-spouse,exec-managerial,husband,white,male,0,1902,40,united-states,1
73,private,9,widowed,sales,other-relative,white,female,0,0,15,united-states,0
47,federal-gov,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,unknown,0
49,private,8,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,39,united-states,0
38,private,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,1
31,private,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,0
39,private,10,divorced,adm-clerical,unmarried,amer-indian-eskimo,female,0,0,40,united-states,0
42,private,13,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
41,private,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,45,china,1
35,private,13,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,1
38,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,0
31,private,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
51,local-gov,9,married-civ-spouse,protective-serv,husband,white,male,0,0,70,united-states,0
38,private,13,divorced,sales,not-in-family,white,male,0,0,48,united-states,1
40,local-gov,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,42,united-states,1
21,private,9,never-married,other-service,not-in-family,white,female,0,0,30,united-states,0
44,private,10,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,0
55,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
29,private,9,divorced,sales,not-in-family,white,male,0,0,45,united-states,0
49,private,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,50,united-states,1
31,private,11,married-civ-spouse,other-service,husband,white,male,0,0,42,united-states,0
24,private,14,never-married,exec-managerial,own-child,white,male,6849,0,90,united-states,0
46,private,10,never-married,exec-managerial,not-in-family,black,male,0,0,40,united-states,0
26,private,9,never-married,sales,not-in-family,black,male,0,0,40,united-states,0
35,private,13,never-married,other-service,not-in-family,white,male,0,0,38,united-states,0
27,private,11,never-married,sales,not-in-family,white,male,0,0,50,united-states,0
64,self-emp-not-inc,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,35,united-states,1
26,private,13,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,0
21,private,9,never-married,other-service,not-in-family,white,female,0,1719,16,united-states,0
45,private,13,divorced,other-service,not-in-family,white,male,0,0,45,unknown,1
57,local-gov,9,married-civ-spouse,transport-moving,husband,white,male,0,0,72,united-states,0
30,private,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,1
45,private,7,married-civ-spouse,other-service,wife,white,female,0,0,32,united-states,0
50,private,4,divorced,craft-repair,not-in-family,white,female,0,0,30,united-states,0
38,private,13,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,0
43,self-emp-not-inc,10,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,0
42,private,10,widowed,exec-managerial,not-in-family,white,female,0,0,55,united-states,0
32,private,13,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,0
20,private,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
27,private,9,never-married,other-service,not-in-family,white,female,0,0,35,united-states,0
45,private,7,widowed,adm-clerical,unmarried,white,female,0,0,40,united-states,0
40,private,9,never-married,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,0
38,private,9,divorced,transport-moving,not-in-family,white,male,0,0,60,united-states,0
37,private,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,0
60,private,6,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,0
53,self-emp-not-inc,9,married-civ-spouse,exec-managerial,husband,black,male,0,0,45,united-states,1
25,private,13,married-civ-spouse,exec-managerial,own-child,white,female,0,0,40,united-states,0
47,self-emp-not-inc,13,divorced,exec-managerial,not-in-family,asian-pac-islander,male,0,0,60,japan,0
40,self-emp-not-inc,9,never-married,farming-fishing,not-in-family,white,male,0,0,70,united-states,0
51,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,40,united-states,0
19,private,10,never-married,other-service,own-child,white,female,0,0,10,united-states,0
42,private,10,married-civ-spouse,prof-specialty,wife,white,female,0,0,50,united-states,1
65,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,40,united-states,0
41,private,13,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,0
28,private,6,never-married,machine-op-inspct,own-child,black,male,0,0,45,united-states,0
46,private,14,divorced,exec-managerial,not-in-family,white,female,27828,0,50,united-states,1
49,private,13,married-civ-spouse,prof-specialty,wife,white,female,99999,0,20,united-states,1
24,private,9,never-married,handlers-cleaners,other-relative,black,male,0,0,40,united-states,0
32,private,7,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
71,private,9,married-civ-spouse,protective-serv,husband,white,male,6767,0,20,united-states,0
26,private,10,married-civ-spouse,tech-support,husband,white,male,3103,0,40,united-states,1
29,private,9,married-spouse-absent,protective-serv,not-in-family,white,male,0,0,40,united-states,0
50,private,10,married-civ-spouse,exec-managerial,husband,white,male,99999,0,50,united-states,1
51,private,11,married-civ-spouse,craft-repair,husband,white,male,3103,0,50,united-states,1
17,unknown,6,never-married,unknown,own-child,white,female,0,0,20,united-states,0
49,private,9,married-civ-spouse,other-service,wife,black,female,0,0,40,united-states,1
31,private,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
23,private,7,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
59,local-gov,9,widowed,farming-fishing,unmarried,white,male,0,2339,40,united-states,0
17,unknown,6,never-married,unknown,own-child,white,male,0,0,30,united-states,0
43,private,10,married-civ-spouse,sales,husband,white,male,7688,0,40,united-states,1
38,private,13,married-civ-spouse,sales,husband,white,male,7298,0,40,united-states,1
37,private,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
29,private,6,never-married,other-service,own-child,white,male,0,0,40,united-states,0
39,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,1
31,private,12,never-married,adm-clerical,not-in-family,white,male,2202,0,38,united-states,0
42,local-gov,13,married-spouse-absent,prof-specialty,not-in-family,white,female,8614,0,45,united-states,1
35,local-gov,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,35,united-states,1
39,private,14,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,15024,0,40,united-states,1
40,private,12,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,0
66,private,3,married-spouse-absent,handlers-cleaners,unmarried,white,female,0,0,40,puerto-rico,0
30,federal-gov,5,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,0
43,private,12,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,0
47,private,5,never-married,other-service,unmarried,white,female,0,0,50,united-states,0
45,private,14,never-married,adm-clerical,not-in-family,asian-pac-islander,female,0,0,40,philippines,0
31,private,10,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,trinadad&tobago,0
33,private,9,married-civ-spouse,sales,husband,white,male,3103,0,40,united-states,1
32,private,13,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,0
28,private,12,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,40,united-states,0
50,federal-gov,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,1
63,private,4,divorced,sales,not-in-family,white,female,0,0,40,united-states,0
28,private,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,0
38,private,10,widowed,adm-clerical,unmarried,black,female,0,0,40,united-states,0
52,private,9,divorced,other-service,not-in-family,white,female,0,0,38,united-states,0
38,self-emp-inc,15,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,40,united-states,1
41,private,9,never-married,exec-managerial,not-in-family,white,male,2174,0,40,united-states,0
50,state-gov,14,never-married,prof-specialty,not-in-family,white,male,0,0,38,united-states,0
59,private,7,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
32,private,9,married-civ-spouse,sales,husband,white,male,0,0,49,united-states,0
73,local-gov,4,married-civ-spouse,protective-serv,husband,white,male,2228,0,10,united-states,0
52,self-emp-inc,9,divorced,exec-managerial,unmarried,white,male,0,0,38,united-states,0
57,private,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,0
35,private,11,married-civ-spouse,exec-managerial,husband,white,male,7298,0,50,united-states,1
51,private,13,married-civ-spouse,transport-moving,husband,white,male,0,0,56,united-states,1
22,private,7,widowed,sales,own-child,black,female,0,0,35,united-states,0
49,private,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,1
22,private,9,never-married,handlers-cleaners,own-child,black,male,0,0,40,united-states,0
46,local-gov,9,married-civ-spouse,craft-repair,husband,white,male,0,1902,40,united-states,0
48,private,9,divorced,craft-repair,unmarried,white,female,0,0,40,united-states,0
52,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,unknown,0
43,state-gov,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,50,united-states,1
25,private,4,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,mexico,0
31,private,4,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,0
19,private,10,never-married,sales,own-child,white,male,0,0,36,united-states,0
19,unknown,10,never-married,unknown,own-child,white,male,0,0,45,united-states,0
51,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,84,united-states,1
51,private,13,divorced,exec-managerial,unmarried,white,male,0,0,40,united-states,1
22,self-emp-not-inc,9,never-married,prof-specialty,unmarried,white,female,99999,0,40,dominican-republic,1
37,local-gov,9,divorced,adm-clerical,unmarried,black,female,0,0,35,united-states,0
19,private,10,never-married,sales,own-child,white,female,0,0,30,united-states,0
45,private,9,divorced,transport-moving,unmarried,white,female,0,0,55,united-states,0
21,state-gov,10,never-married,other-service,own-child,white,male,0,0,10,united-states,0
52,private,9,widowed,sales,not-in-family,white,female,0,0,40,united-states,0
46,local-gov,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,24,united-states,0
42,state-gov,14,divorced,prof-specialty,not-in-family,white,female,0,0,38,united-states,0
56,private,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,0
23,private,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
58,private,14,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,0
70,private,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,30,united-states,0
30,private,10,divorced,adm-clerical,unmarried,white,male,0,0,40,united-states,0
45,private,13,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,40,philippines,0
23,private,10,never-married,craft-repair,not-in-family,white,male,0,0,44,united-states,0
34,local-gov,10,married-civ-spouse,transport-moving,husband,white,male,0,1579,40,united-states,0
38,private,13,married-civ-spouse,craft-repair,wife,white,female,0,0,40,united-states,0
24,private,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
53,private,4,never-married,transport-moving,not-in-family,amer-indian-eskimo,male,0,0,40,united-states,0
45,federal-gov,9,never-married,transport-moving,not-in-family,black,male,3325,0,40,united-states,0
21,unknown,10,never-married,unknown,own-child,white,female,0,0,40,united-states,0
21,private,10,never-married,other-service,own-child,white,female,0,0,40,puerto-rico,0
34,private,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,0
32,self-emp-inc,9,married-civ-spouse,craft-repair,husband,white,male,5178,0,45,united-states,1
21,private,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,0
63,unknown,14,married-civ-spouse,unknown,husband,white,male,0,0,30,united-states,0
23,private,5,never-married,handlers-cleaners,own-child,black,male,0,0,36,united-states,0
28,private,13,divorced,craft-repair,unmarried,white,male,0,0,50,united-states,0
29,self-emp-not-inc,9,never-married,transport-moving,unmarried,black,male,0,0,45,united-states,0
25,local-gov,13,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,0
44,state-gov,14,never-married,prof-specialty,not-in-family,white,female,0,0,60,united-states,0
18,private,9,never-married,other-service,own-child,white,female,0,0,8,united-states,0
26,private,9,never-married,other-service,own-child,white,male,0,0,24,united-states,0
47,local-gov,12,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,1
23,private,9,divorced,sales,not-in-family,white,male,0,0,40,united-states,0
46,private,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
61,local-gov,13,married-civ-spouse,exec-managerial,husband,white,male,5178,0,50,united-states,1
25,private,9,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,0
38,local-gov,9,married-civ-spouse,protective-serv,husband,asian-pac-islander,male,0,0,54,united-states,1
60,unknown,13,married-spouse-absent,unknown,unmarried,black,female,0,0,15,united-states,0
23,private,10,never-married,other-service,not-in-family,white,male,0,0,20,united-states,0
36,federal-gov,9,divorced,adm-clerical,not-in-family,white,female,0,0,48,united-states,0
46,private,5,divorced,other-service,not-in-family,white,male,0,0,25,united-states,0
32,self-emp-not-inc,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,1
40,private,6,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
31,private,9,never-married,adm-clerical,own-child,black,male,0,0,40,united-states,0
31,private,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,65,united-states,1
32,state-gov,13,never-married,adm-clerical,not-in-family,white,male,0,0,37,united-states,0
21,private,10,never-married,other-service,own-child,white,male,0,0,10,united-states,0
63,private,10,married-civ-spouse,sales,husband,black,male,0,0,40,united-states,1
44,private,10,separated,exec-managerial,not-in-family,white,male,0,0,45,united-states,1
42,self-emp-not-inc,13,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,0
23,unknown,13,never-married,unknown,own-child,white,male,0,0,35,united-states,0
30,private,10,divorced,adm-clerical,not-in-family,white,female,0,0,45,united-states,0
24,private,9,never-married,other-service,unmarried,white,male,0,0,40,el-salvador,0
42,private,13,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,1
44,self-emp-not-inc,9,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,italy,1
27,federal-gov,13,never-married,exec-managerial,not-in-family,black,male,0,0,48,united-states,0
27,local-gov,10,never-married,exec-managerial,unmarried,white,male,0,0,40,united-states,0
22,private,9,never-married,other-service,not-in-family,white,female,0,0,45,united-states,0
68,private,9,never-married,sales,not-in-family,white,female,0,0,40,united-states,0
55,self-emp-not-inc,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,99,united-states,1
22,self-emp-not-inc,9,never-married,other-service,own-child,white,male,0,0,40,greece,0
25,private,10,married-civ-spouse,exec-managerial,wife,white,female,0,0,15,united-states,0
68,self-emp-not-inc,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,0
62,private,10,widowed,exec-managerial,not-in-family,white,female,0,0,16,united-states,0
26,private,9,divorced,other-service,other-relative,white,male,0,0,40,united-states,0
34,private,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,1
68,private,10,widowed,sales,not-in-family,white,male,0,0,40,united-states,0
42,local-gov,13,separated,exec-managerial,not-in-family,white,male,0,0,45,united-states,1
45,private,13,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,0
26,private,7,never-married,transport-moving,not-in-family,white,male,0,0,40,united-states,0
25,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,0
23,private,13,never-married,prof-specialty,own-child,white,male,0,0,50,united-states,0
29,private,10,never-married,other-service,not-in-family,other,male,0,1590,40,unknown,0
65,without-pay,4,widowed,farming-fishing,unmarried,white,female,0,0,50,united-states,0
31,private,9,never-married,transport-moving,not-in-family,white,male,0,0,50,united-states,0
26,private,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
39,private,10,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,1
44,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,1
45,local-gov,14,divorced,prof-specialty,unmarried,white,female,1506,0,45,united-states,0
26,self-emp-not-inc,14,never-married,prof-specialty,not-in-family,white,female,0,0,50,united-states,0
26,private,6,married-civ-spouse,transport-moving,husband,white,male,0,0,35,united-states,0
36,private,5,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,0
38,private,7,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,0
39,private,9,never-married,machine-op-inspct,unmarried,white,male,0,0,48,united-states,0
52,self-emp-inc,15,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
39,private,2,married-civ-spouse,craft-repair,husband,white,male,0,0,45,mexico,0
41,self-emp-not-inc,10,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,0
42,local-gov,14,married-civ-spouse,exec-managerial,husband,white,male,0,1902,60,united-states,1
47,private,13,married-civ-spouse,sales,husband,white,male,0,0,70,united-states,0
28,local-gov,11,married-civ-spouse,protective-serv,husband,black,male,0,0,46,united-states,0
25,local-gov,13,never-married,prof-specialty,own-child,white,male,0,0,35,united-states,0
35,private,13,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
32,private,9,separated,adm-clerical,unmarried,white,female,0,0,40,united-states,0
38,private,14,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,1
44,private,10,married-civ-spouse,tech-support,husband,white,male,0,0,18,united-states,1
21,unknown,10,never-married,unknown,own-child,white,female,0,0,40,united-states,0
27,private,13,never-married,sales,own-child,white,female,0,0,40,united-states,0
30,private,13,never-married,exec-managerial,not-in-family,white,male,0,0,55,united-states,1
30,private,13,never-married,sales,not-in-family,white,male,0,1741,48,united-states,0
45,private,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,1628,45,united-states,0
20,private,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,0
57,private,14,never-married,prof-specialty,not-in-family,white,male,0,0,80,united-states,0
43,private,10,divorced,adm-clerical,not-in-family,white,male,0,0,48,united-states,0
50,unknown,7,married-civ-spouse,unknown,own-child,black,female,0,0,40,united-states,0
28,private,4,married-civ-spouse,machine-op-inspct,other-relative,asian-pac-islander,female,0,0,48,china,0
25,private,9,married-civ-spouse,tech-support,other-relative,white,female,0,0,48,united-states,1
25,private,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,0
90,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,0
38,local-gov,13,separated,prof-specialty,unmarried,black,male,0,0,40,united-states,0
35,private,13,married-spouse-absent,exec-managerial,unmarried,white,female,0,0,40,united-states,0
50,state-gov,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,canada,1
26,local-gov,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
39,private,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,0
56,private,6,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,0
24,local-gov,9,divorced,protective-serv,unmarried,black,female,0,0,40,united-states,0
46,private,9,married-civ-spouse,adm-clerical,wife,white,female,7688,0,40,united-states,1
18,local-gov,7,never-married,adm-clerical,other-relative,white,female,0,0,25,united-states,0
37,private,14,married-civ-spouse,exec-managerial,husband,white,male,0,2415,60,united-states,1
57,private,14,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,0
43,state-gov,9,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,0
